transaction_id,payout_batch_id,reference,date,amount,currency,payee,description,source_status
TXN-100243,BATCH-1009,REF-742544,2026-02-16,9501.21,USD,"Martinez, Joseph and Simmons",Vendor payout,approved
TXN-100244,BATCH-1009,REF-204721,2026-04-15,14295.96,GBP,Nguyen-Roberts,Vendor payout,approved
TXN-100245,BATCH-1009,REF-695417,2026-03-13,19638.69,EUR,Davis Group,Vendor payout,approved
TXN-100246,BATCH-1009,REF-703869,2026-03-15,3052.91,GBP,Mullins-Cabrera,Vendor payout,approved
TXN-100247,BATCH-1009,REF-990136,2026-02-21,10559.87,GBP,"Roberts, Frazier and Smith",Vendor payout,approved
TXN-100248,BATCH-1009,REF-863124,2026-01-17,10364.38,USD,Hughes Inc,Vendor payout,approved
TXN-100249,BATCH-1009,REF-748127,2026-02-03,13111.47,USD,Hawkins-Saunders,Vendor payout,approved
TXN-100250,BATCH-1010,REF-385647,2026-04-30,21609.42,EUR,Stone and Sons,Vendor payout,approved
TXN-100251,BATCH-1010,REF-532227,2026-02-16,20122.58,EUR,Ibarra-Clark,Vendor payout,approved
TXN-100252,BATCH-1010,REF-297731,2026-02-17,14935.17,USD,Hunter-Nicholson,Vendor payout,approved
TXN-100253,BATCH-1010,REF-403662,2026-01-18,10337.27,USD,Jones-Taylor,Vendor payout,approved
TXN-100254,BATCH-1010,REF-115440,2026-01-20,18184.5,USD,Anderson LLC,Vendor payout,approved
TXN-100255,BATCH-1010,REF-982417,2026-01-25,1807.83,EUR,"Smith, Guerra and Holmes",Vendor payout,approved
TXN-100256,BATCH-1010,REF-438756,2026-04-30,11833.82,GBP,Todd-Oconnor,Vendor payout,approved
TXN-100257,BATCH-1010,REF-225461,2026-03-16,8129.72,USD,Jones-Graham,Vendor payout,approved
TXN-100258,BATCH-1010,REF-662407,2026-03-31,1517.88,GBP,Smith Ltd,Vendor payout,approved
TXN-100259,BATCH-1010,REF-669097,2026-02-07,12145.42,EUR,Walters LLC,Vendor payout,approved
TXN-100260,BATCH-1010,REF-869295,2026-02-18,42.98,GBP,"Owens, Peters and White",Vendor payout,approved
TXN-100261,BATCH-1010,REF-648615,2026-01-13,10259.87,EUR,Anderson Inc,Vendor payout,approved
TXN-100262,BATCH-1010,REF-318877,2026-01-02,1250.91,USD,"Chavez, Davis and Walton",Vendor payout,approved
TXN-100263,BATCH-1010,REF-201836,2026-03-08,20865.55,USD,"Ramirez, Hernandez and Fox",Vendor payout,approved
TXN-100264,BATCH-1010,REF-521063,2026-03-12,22073.53,USD,"Smith, Guerra and Holmes",Vendor payout,approved
TXN-100265,BATCH-1010,REF-574379,2026-02-16,9392.2,GBP,Howard LLC,Vendor payout,approved
TXN-100266,BATCH-1010,REF-699378,2026-03-15,22979.82,GBP,Edwards-Boyd,Vendor payout,approved
TXN-100267,BATCH-1010,REF-605972,2026-04-12,18363.29,GBP,"Martinez, Joseph and Simmons",Vendor payout,approved
TXN-100268,BATCH-1010,REF-784488,2026-04-06,10427.63,USD,Hunt-Whitney,Vendor payout,approved
TXN-100269,BATCH-1010,REF-194458,2026-03-06,24276.73,GBP,"Edwards, Anderson and Taylor",Vendor payout,approved
TXN-100270,BATCH-1010,REF-611559,2026-01-26,19056.77,EUR,Walters LLC,Vendor payout,approved
TXN-100271,BATCH-1010,REF-722725,2026-02-14,9147.56,USD,Jimenez-Bradley,Vendor payout,approved
TXN-100272,BATCH-1010,REF-972881,2026-04-22,6095.13,GBP,Rivera-Stanley,Vendor payout,approved
TXN-100273,BATCH-1010,REF-711324,2026-02-18,17384.4,GBP,Li-Jones,Vendor payout,approved
TXN-100274,BATCH-1010,REF-780956,2026-04-22,21610.45,USD,"Garcia, Mercado and West",Vendor payout,approved
TXN-100275,BATCH-1011,REF-463625,2026-01-03,8355.9,EUR,Mata Inc,Vendor payout,approved
TXN-100276,BATCH-1011,REF-810929,2026-03-08,16431.87,USD,"Rodriguez, Evans and Patterson",Vendor payout,approved
TXN-100277,BATCH-1011,REF-241822,2026-04-27,21568.13,EUR,Simmons-Green,Vendor payout,approved
TXN-100278,BATCH-1011,REF-961613,2026-04-06,24030.87,EUR,Fletcher-Pruitt,Vendor payout,approved
TXN-100279,BATCH-1011,REF-781121,2026-04-02,3373.81,GBP,Allen Ltd,Vendor payout,approved
TXN-100280,BATCH-1011,REF-440677,2026-03-30,4447.53,EUR,Rogers Inc,Vendor payout,approved
TXN-100281,BATCH-1011,REF-506216,2026-03-13,12979.6,EUR,Reynolds LLC,Vendor payout,approved
TXN-100282,BATCH-1011,REF-857750,2026-01-12,11602.88,GBP,"Hernandez, Hill and Hull",Vendor payout,approved
TXN-100283,BATCH-1011,REF-868881,2026-04-02,6270.81,GBP,Li-Montoya,Vendor payout,approved
TXN-100284,BATCH-1011,REF-846635,2026-04-09,4074.05,USD,Dickson Inc,Vendor payout,approved
TXN-100285,BATCH-1011,REF-327408,2026-01-31,13598.94,USD,Skinner Ltd,Vendor payout,approved
TXN-100286,BATCH-1011,REF-191962,2026-02-12,16683.24,GBP,Davis-Mitchell,Vendor payout,approved
TXN-100287,BATCH-1011,REF-548081,2026-04-08,8087.48,EUR,Smith and Sons,Vendor payout,approved
TXN-100288,BATCH-1011,REF-703080,2026-03-09,10690.66,EUR,"Matthews, Howard and Brown",Vendor payout,approved
TXN-100289,BATCH-1011,REF-147702,2026-02-22,18443.27,USD,Kirk-Henson,Vendor payout,approved
TXN-100290,BATCH-1011,REF-130531,2026-03-20,8550.51,GBP,Richards-Johnson,Vendor payout,approved
TXN-100291,BATCH-1011,REF-692385,2026-02-08,23196.55,USD,Lawrence-Lee,Vendor payout,approved
TXN-100292,BATCH-1011,REF-508489,2026-03-19,15672.11,USD,"Roberts, Frazier and Smith",Vendor payout,approved
TXN-100293,BATCH-1011,REF-311915,2026-04-10,4395.94,EUR,"Bates, Diaz and Lowe",Vendor payout,approved
TXN-100294,BATCH-1011,REF-104309,2026-01-15,11497.73,GBP,Pena Inc,Vendor payout,approved
TXN-100295,BATCH-1011,REF-301898,2026-01-26,15980.3,USD,Jimenez-Bradley,Vendor payout,approved
TXN-100296,BATCH-1011,REF-838568,2026-05-01,13745.41,EUR,Roberts LLC,Vendor payout,approved
TXN-100297,BATCH-1011,REF-472899,2026-03-20,9813.12,GBP,Hays-Dalton,Vendor payout,approved
TXN-100298,BATCH-1011,REF-342948,2026-03-02,17119.84,GBP,Cox-Hickman,Vendor payout,approved
TXN-100299,BATCH-1011,REF-465549,2026-04-09,11544.51,USD,"Molina, Wells and Bright",Vendor payout,approved
TXN-100300,BATCH-1012,REF-318353,2026-02-13,24347.95,EUR,"Owen, Gibson and Johnson",Vendor payout,approved
TXN-100301,BATCH-1012,REF-214027,2026-03-18,4424.95,EUR,"Adams, Rodriguez and Walker",Vendor payout,approved
TXN-100302,BATCH-1012,REF-706005,2026-03-20,11338.04,EUR,"Collins, Gardner and Shaw",Vendor payout,approved
TXN-100303,BATCH-1012,REF-837520,2026-01-01,1583.7,GBP,Johnson Inc,Vendor payout,approved
TXN-100304,BATCH-1012,REF-984293,2026-02-19,11884.91,USD,Edwards-Boyd,Vendor payout,approved
TXN-100305,BATCH-1012,REF-578180,2026-04-21,2139.47,GBP,Kirk-Henson,Vendor payout,approved
TXN-100306,BATCH-1012,REF-672696,2026-04-29,17810.45,EUR,Park-Daniels,Vendor payout,approved
TXN-100307,BATCH-1012,REF-595401,2026-02-01,13095.84,GBP,"Best, Simon and Turner",Vendor payout,approved
TXN-100308,BATCH-1012,REF-923154,2026-04-04,7247.98,USD,Wilson Ltd,Vendor payout,approved
TXN-100309,BATCH-1012,REF-999529,2026-02-05,6319.97,GBP,Robbins LLC,Vendor payout,approved
TXN-100310,BATCH-1012,REF-961639,2026-03-18,8587.63,USD,"Brown, Middleton and Williams",Vendor payout,approved
TXN-100311,BATCH-1012,REF-416006,2026-03-02,1336.77,EUR,Smith-Gaines,Vendor payout,approved
TXN-100312,BATCH-1012,REF-143010,2026-03-29,9565.55,EUR,Wilson and Sons,Vendor payout,approved
TXN-100313,BATCH-1012,REF-804527,2026-04-04,11541.19,GBP,Esparza-Carroll,Vendor payout,approved
TXN-100314,BATCH-1012,REF-135695,2026-01-25,5504.92,EUR,Davis Group,Vendor payout,approved
TXN-100315,BATCH-1012,REF-575470,2026-03-23,6352.06,EUR,"Howard, Lynch and Morris",Vendor payout,approved
TXN-100316,BATCH-1012,REF-310416,2026-04-29,4468.79,USD,Randolph and Sons,Vendor payout,approved
TXN-100317,BATCH-1012,REF-139673,2026-04-30,22415.4,USD,Joseph Group,Vendor payout,approved
TXN-100318,BATCH-1012,REF-694798,2026-01-16,9625.99,GBP,"Berry, Rios and Marshall",Vendor payout,approved
TXN-100319,BATCH-1012,REF-502824,2026-01-06,16203.62,USD,Griffin Inc,Vendor payout,approved
TXN-100320,BATCH-1012,REF-659876,2026-03-05,19823.66,GBP,Ibarra-Clark,Vendor payout,approved
TXN-100321,BATCH-1012,REF-748410,2026-04-27,12235.15,USD,Bowers Ltd,Vendor payout,approved
TXN-100322,BATCH-1012,REF-950941,2026-02-13,1601.18,USD,Gardner-Hayes,Vendor payout,approved
TXN-100323,BATCH-1012,REF-559969,2026-01-22,4222.07,EUR,Griffin Inc,Vendor payout,approved
TXN-100324,BATCH-1012,REF-250038,2026-01-27,10420.15,EUR,Kennedy-Marks,Vendor payout,approved
TXN-100325,BATCH-1013,REF-200331,2026-03-09,13953.82,USD,Peterson LLC,Vendor payout,approved
TXN-100326,BATCH-1013,REF-776185,2026-01-07,12450.43,USD,Mckinney-Cooper,Vendor payout,approved
TXN-100327,BATCH-1013,REF-539422,2026-02-11,18042.04,GBP,Gomez-Cardenas,Vendor payout,approved
TXN-100328,BATCH-1013,REF-739037,2026-04-29,22264.96,USD,"Ramirez, Hernandez and Fox",Vendor payout,approved
TXN-100329,BATCH-1013,REF-897273,2026-01-22,21294.99,EUR,Gonzalez Inc,Vendor payout,approved
TXN-100330,BATCH-1013,REF-358635,2026-04-05,6997.29,GBP,Fitzgerald-Watson,Vendor payout,approved
TXN-100331,BATCH-1013,REF-619344,2026-02-27,11994.75,GBP,"Evans, Conway and Hall",Vendor payout,approved
TXN-100332,BATCH-1013,REF-576935,2026-01-04,17590.03,GBP,"Clarke, Johnson and Watson",Vendor payout,approved
TXN-100333,BATCH-1013,REF-933071,2026-03-15,17458.92,GBP,Morris Inc,Vendor payout,approved
TXN-100334,BATCH-1013,REF-843793,2026-03-13,16213.11,GBP,Smith and Sons,Vendor payout,approved
TXN-100335,BATCH-1013,REF-652266,2026-03-06,9336.02,EUR,Lee-Taylor,Vendor payout,approved
TXN-100336,BATCH-1013,REF-389346,2026-01-22,7227.11,USD,Gallegos-Stewart,Vendor payout,approved
TXN-100337,BATCH-1013,REF-452192,2026-03-24,575.36,USD,Lawrence-Lee,Vendor payout,approved
TXN-100338,BATCH-1013,REF-986585,2026-04-09,5688.88,EUR,"Jackson, Romero and Mendez",Vendor payout,approved
TXN-100339,BATCH-1013,REF-841484,2026-03-13,6528.67,USD,"Peterson, Hood and Arroyo",Vendor payout,approved
TXN-100340,BATCH-1013,REF-672675,2026-04-05,23197.09,USD,Dickson-Padilla,Vendor payout,approved
TXN-100341,BATCH-1013,REF-521139,2026-01-04,16958.26,USD,Ibarra-Clark,Vendor payout,approved
TXN-100342,BATCH-1013,REF-433193,2026-03-04,24396.59,EUR,Maxwell-Shepherd,Vendor payout,approved
TXN-100343,BATCH-1013,REF-565798,2026-04-04,21860.69,USD,"Ramirez, Hernandez and Fox",Vendor payout,approved
TXN-100344,BATCH-1013,REF-283388,2026-02-23,2234.0,EUR,Jackson LLC,Vendor payout,approved
TXN-100345,BATCH-1013,REF-414750,2026-02-03,5632.39,USD,Smith Ltd,Vendor payout,approved
TXN-100346,BATCH-1013,REF-370439,2026-04-22,14537.12,GBP,"Moss, Atkins and Daniels",Vendor payout,approved
TXN-100347,BATCH-1013,REF-539892,2026-02-16,8950.7,USD,Jackson LLC,Vendor payout,approved
TXN-100348,BATCH-1013,REF-660380,2026-01-13,6804.69,GBP,Howard-Mcdonald,Vendor payout,approved
TXN-100349,BATCH-1013,REF-237606,2026-04-15,10448.22,USD,"Miller, Anderson and Padilla",Vendor payout,approved
TXN-100350,BATCH-1014,REF-236543,2026-01-27,17208.98,EUR,Kennedy-Marks,Vendor payout,approved
TXN-100351,BATCH-1014,REF-201191,2026-04-07,1105.96,EUR,Price PLC,Vendor payout,approved
TXN-100352,BATCH-1014,REF-706217,2026-04-15,12635.11,USD,"Evans, Conway and Hall",Vendor payout,approved
TXN-100353,BATCH-1014,REF-472058,2026-04-17,11005.65,USD,"Smith, Guerra and Holmes",Vendor payout,approved
TXN-100354,BATCH-1014,REF-871934,2026-03-18,2915.17,EUR,Reed PLC,Vendor payout,approved
TXN-100355,BATCH-1014,REF-790537,2026-03-08,16810.58,EUR,Robinson and Sons,Vendor payout,approved
TXN-100356,BATCH-1014,REF-901968,2026-02-05,3090.99,EUR,Cooper PLC,Vendor payout,approved
TXN-100357,BATCH-1014,REF-204441,2026-01-04,12246.3,USD,Thompson-Campbell,Vendor payout,approved
TXN-100358,BATCH-1014,REF-374375,2026-03-06,7356.73,EUR,Randolph and Sons,Vendor payout,approved
TXN-100359,BATCH-1014,REF-840356,2026-04-24,4442.31,GBP,Wilson Ltd,Vendor payout,approved
TXN-100360,BATCH-1014,REF-398254,2026-04-09,14786.35,EUR,"Howell, Hart and Swanson",Vendor payout,approved
TXN-100361,BATCH-1014,REF-427260,2026-03-24,16539.47,USD,Rodriguez LLC,Vendor payout,approved
TXN-100362,BATCH-1014,REF-509260,2026-03-15,14710.03,EUR,"Lewis, Joyce and Robertson",Vendor payout,approved
TXN-100363,BATCH-1014,REF-378035,2026-02-06,21013.5,GBP,Wright Group,Vendor payout,approved
TXN-100364,BATCH-1014,REF-943187,2026-03-06,19896.4,GBP,Church Inc,Vendor payout,approved
TXN-100365,BATCH-1014,REF-768914,2026-02-04,16528.64,GBP,"Williams, Oneill and Torres",Vendor payout,approved
TXN-100366,BATCH-1014,REF-532472,2026-04-19,7983.36,USD,Walter Inc,Vendor payout,approved
TXN-100367,BATCH-1014,REF-385959,2026-01-21,10564.93,USD,Juarez-Jones,Vendor payout,approved
TXN-100368,BATCH-1014,REF-789365,2026-03-27,22516.86,EUR,"Snow, Rodgers and Miller",Vendor payout,approved
TXN-100369,BATCH-1014,REF-972765,2026-02-12,5970.97,USD,Davis PLC,Vendor payout,approved
TXN-100370,BATCH-1014,REF-544366,2026-03-11,17497.95,USD,Washington-West,Vendor payout,approved
TXN-100371,BATCH-1014,REF-679577,2026-02-02,17274.79,GBP,"Johnson, Meyer and Hanna",Vendor payout,approved
TXN-100372,BATCH-1014,REF-432591,2026-03-22,7453.14,USD,Robinson and Sons,Vendor payout,approved
TXN-100373,BATCH-1014,REF-442641,2026-04-05,8812.61,GBP,Hunter-Nicholson,Vendor payout,approved
TXN-100374,BATCH-1014,REF-722871,2026-04-19,3966.62,GBP,Allen and Sons,Vendor payout,approved
TXN-100375,BATCH-1015,REF-124085,2026-01-03,23620.31,GBP,Orozco Ltd,Vendor payout,approved
TXN-100376,BATCH-1015,REF-853489,2026-01-02,4273.82,GBP,Peterson LLC,Vendor payout,approved
TXN-100377,BATCH-1015,REF-289131,2026-02-23,15012.07,EUR,Wade PLC,Vendor payout,approved
TXN-100378,BATCH-1015,REF-543852,2026-04-01,17179.14,GBP,Arnold-Beck,Vendor payout,approved
TXN-100379,BATCH-1015,REF-708684,2026-01-06,16789.77,USD,Walters LLC,Vendor payout,approved
TXN-100380,BATCH-1015,REF-376002,2026-04-26,18701.89,EUR,"Molina, Wells and Bright",Vendor payout,approved
TXN-100381,BATCH-1015,REF-372864,2026-03-02,1387.82,USD,Hamilton-Bautista,Vendor payout,approved
TXN-100382,BATCH-1015,REF-276470,2026-04-17,5113.25,EUR,"Smith, Guerra and Holmes",Vendor payout,approved
TXN-100383,BATCH-1015,REF-491704,2026-02-20,673.41,GBP,Phillips-Wyatt,Vendor payout,approved
TXN-100384,BATCH-1015,REF-869989,2026-04-04,16412.91,EUR,"Martinez, Joseph and Simmons",Vendor payout,approved
TXN-100385,BATCH-1015,REF-917357,2026-02-19,2252.48,USD,Li-Montoya,Vendor payout,approved
TXN-100386,BATCH-1015,REF-690408,2026-02-04,11149.92,EUR,Moore LLC,Vendor payout,approved
TXN-100387,BATCH-1015,REF-404824,2026-01-11,23268.42,GBP,Simmons-Green,Vendor payout,approved
TXN-100388,BATCH-1015,REF-199074,2026-02-22,12847.53,GBP,"Nguyen, Williams and Smith",Vendor payout,approved
TXN-100389,BATCH-1015,REF-715732,2026-02-10,2105.18,GBP,Davis-Mitchell,Vendor payout,approved
TXN-100390,BATCH-1015,REF-222346,2026-02-20,10859.13,USD,Dickson-Padilla,Vendor payout,approved
TXN-100391,BATCH-1015,REF-128117,2026-04-20,20403.81,GBP,Wade PLC,Vendor payout,approved
TXN-100392,BATCH-1015,REF-571351,2026-04-21,24097.58,EUR,Holmes and Sons,Vendor payout,approved
TXN-100393,BATCH-1015,REF-848987,2026-01-30,12165.37,GBP,"Salinas, Barnes and Cooper",Vendor payout,approved
TXN-100394,BATCH-1015,REF-460550,2026-03-02,544.65,EUR,King-George,Vendor payout,approved
TXN-100395,BATCH-1015,REF-824248,2026-02-06,19904.42,USD,Ingram PLC,Vendor payout,approved
TXN-100396,BATCH-1015,REF-968167,2026-01-23,22025.63,EUR,Mcdowell-Watts,Vendor payout,approved
TXN-100397,BATCH-1015,REF-892476,2026-04-18,17667.46,EUR,Farrell-Willis,Vendor payout,approved
TXN-100398,BATCH-1015,REF-204117,2026-04-04,17711.38,GBP,Cooper PLC,Vendor payout,approved
TXN-100399,BATCH-1015,REF-760016,2026-02-16,6668.74,GBP,Kirk-Henson,Vendor payout,approved
TXN-100400,BATCH-1016,REF-172961,2026-05-01,3660.97,USD,"Drake, Torres and Murray",Vendor payout,approved
TXN-100401,BATCH-1016,REF-967176,2026-01-02,18045.74,EUR,Hammond Ltd,Vendor payout,approved
TXN-100402,BATCH-1016,REF-860321,2026-02-19,2129.92,GBP,Charles-Butler,Vendor payout,approved
TXN-100403,BATCH-1016,REF-215806,2026-03-06,6052.46,EUR,Best Inc,Vendor payout,approved
TXN-100404,BATCH-1016,REF-758237,2026-04-02,20139.55,GBP,Coffey-Howell,Vendor payout,approved
TXN-100405,BATCH-1016,REF-253672,2026-01-13,20575.5,EUR,Allen-Taylor,Vendor payout,approved
TXN-100406,BATCH-1016,REF-537174,2026-04-04,15920.62,EUR,Rogers Inc,Vendor payout,approved
TXN-100407,BATCH-1016,REF-226737,2026-01-15,23044.39,USD,Costa and Sons,Vendor payout,approved
TXN-100408,BATCH-1016,REF-875590,2026-04-15,22229.2,USD,Jones-Taylor,Vendor payout,approved
TXN-100409,BATCH-1016,REF-863220,2026-01-20,19047.93,GBP,Howe and Sons,Vendor payout,approved
TXN-100410,BATCH-1016,REF-301774,2026-01-11,14037.08,USD,Walters LLC,Vendor payout,approved
TXN-100411,BATCH-1016,REF-188759,2026-02-26,6151.04,GBP,Gomez-Cardenas,Vendor payout,approved
TXN-100412,BATCH-1016,REF-193982,2026-04-09,7151.66,USD,Howard LLC,Vendor payout,approved
TXN-100413,BATCH-1016,REF-633328,2026-03-05,1320.66,USD,Lane-Hines,Vendor payout,approved
TXN-100414,BATCH-1016,REF-695848,2026-02-08,6176.74,GBP,Kennedy-Marks,Vendor payout,approved
TXN-100415,BATCH-1016,REF-275512,2026-03-25,24028.83,GBP,Zimmerman and Sons,Vendor payout,approved
TXN-100416,BATCH-1016,REF-246433,2026-04-17,7533.44,EUR,Phillips-Wyatt,Vendor payout,approved
TXN-100417,BATCH-1016,REF-825452,2026-04-27,23975.84,EUR,"Johnson, Harrison and Thomas",Vendor payout,approved
TXN-100418,BATCH-1016,REF-730520,2026-04-16,16814.34,EUR,"Bell, Pollard and Berry",Vendor payout,approved
TXN-100419,BATCH-1016,REF-852677,2026-04-14,4808.0,GBP,Wilson Ltd,Vendor payout,approved
TXN-100420,BATCH-1016,REF-303182,2026-03-12,14238.33,EUR,Dorsey Group,Vendor payout,approved
TXN-100421,BATCH-1016,REF-810656,2026-03-30,4816.49,GBP,Hughes Inc,Vendor payout,approved
TXN-100422,BATCH-1016,REF-856254,2026-04-24,12401.98,GBP,Mckinney-Cooper,Vendor payout,approved
TXN-100423,BATCH-1016,REF-756403,2026-01-09,4942.0,EUR,Todd-Oconnor,Vendor payout,approved
TXN-100424,BATCH-1016,REF-200318,2026-04-08,23590.1,GBP,Robinson and Sons,Vendor payout,approved
TXN-100425,BATCH-1017,REF-154738,2026-03-13,1668.11,GBP,Nguyen-White,Vendor payout,approved
TXN-100426,BATCH-1017,REF-207677,2026-01-14,11365.57,EUR,King-George,Vendor payout,approved
TXN-100427,BATCH-1017,REF-638051,2026-02-25,1535.77,EUR,Austin-Bonilla,Vendor payout,approved
TXN-100428,BATCH-1017,REF-311037,2026-03-23,10565.98,USD,Walters PLC,Vendor payout,approved
TXN-100429,BATCH-1017,REF-341459,2026-03-30,12410.87,USD,Orozco Ltd,Vendor payout,approved
TXN-100430,BATCH-1017,REF-303846,2026-02-26,13878.42,USD,Zimmerman and Sons,Vendor payout,approved
TXN-100431,BATCH-1017,REF-810360,2026-04-17,21075.96,USD,Holmes and Sons,Vendor payout,approved
TXN-100432,BATCH-1017,REF-658424,2026-01-25,2984.37,USD,Mitchell-Jones,Vendor payout,approved
TXN-100433,BATCH-1017,REF-612743,2026-04-24,21824.47,GBP,Austin-Bonilla,Vendor payout,approved
TXN-100434,BATCH-1017,REF-709418,2026-02-04,17898.36,EUR,Davis PLC,Vendor payout,approved
TXN-100435,BATCH-1017,REF-188109,2026-04-07,6381.87,USD,Thompson-Campbell,Vendor payout,approved
TXN-100436,BATCH-1017,REF-776703,2026-02-03,642.34,EUR,Gray PLC,Vendor payout,approved
TXN-100437,BATCH-1017,REF-839919,2026-01-25,6269.34,GBP,Vincent-Mcclure,Vendor payout,approved
TXN-100438,BATCH-1017,REF-885527,2026-04-03,21640.02,USD,Hunt-Whitney,Vendor payout,approved
TXN-100439,BATCH-1017,REF-705561,2026-01-18,21327.28,USD,Dudley Ltd,Vendor payout,approved
TXN-100440,BATCH-1017,REF-937965,2026-03-22,24431.65,EUR,"George, Lewis and Mitchell",Vendor payout,approved
TXN-100441,BATCH-1017,REF-133616,2026-01-23,2353.71,USD,Griffin Inc,Vendor payout,approved
TXN-100442,BATCH-1017,REF-538738,2026-03-10,9792.85,USD,Allen and Sons,Vendor payout,approved
TXN-100443,BATCH-1017,REF-167077,2026-02-27,6904.14,USD,"Dorsey, Patterson and Harrison",Vendor payout,approved
TXN-100444,BATCH-1017,REF-288301,2026-02-01,9792.48,USD,Kirk-Henson,Vendor payout,approved
TXN-100445,BATCH-1017,REF-617459,2026-04-27,17458.65,GBP,Hunt PLC,Vendor payout,approved
TXN-100446,BATCH-1017,REF-460351,2026-02-18,15980.69,GBP,Jacobs PLC,Vendor payout,approved
TXN-100447,BATCH-1017,REF-979226,2026-01-22,3527.89,EUR,White-Wilson,Vendor payout,approved
TXN-100448,BATCH-1017,REF-794723,2026-03-24,11065.4,USD,Pena Inc,Vendor payout,approved
TXN-100449,BATCH-1017,REF-301485,2026-04-16,10556.53,USD,"Johnson, Phillips and Brown",Vendor payout,approved
TXN-100450,BATCH-1018,REF-211028,2026-01-28,23474.61,USD,Ford Ltd,Vendor payout,approved
TXN-100451,BATCH-1018,REF-991777,2026-04-12,24577.98,USD,Wilson Group,Vendor payout,approved
TXN-100452,BATCH-1018,REF-500945,2026-02-27,1711.15,USD,Austin-Bonilla,Vendor payout,approved
TXN-100453,BATCH-1018,REF-259038,2026-01-26,3460.45,EUR,"Thompson, Cooper and Young",Vendor payout,approved
TXN-100454,BATCH-1018,REF-354016,2026-02-13,18770.01,USD,"Davis, Kim and Ingram",Vendor payout,approved
TXN-100455,BATCH-1018,REF-248407,2026-03-23,1772.87,USD,Flynn-Matthews,Vendor payout,approved
TXN-100456,BATCH-1018,REF-311184,2026-03-23,7594.94,GBP,Howe and Sons,Vendor payout,approved
TXN-100457,BATCH-1018,REF-187275,2026-04-20,519.78,EUR,Gardner-Hayes,Vendor payout,approved
TXN-100458,BATCH-1018,REF-625021,2026-01-02,4913.0,USD,Dickson-Padilla,Vendor payout,approved
TXN-100459,BATCH-1018,REF-900011,2026-01-25,9636.03,GBP,Li-Montoya,Vendor payout,approved
TXN-100460,BATCH-1018,REF-798011,2026-03-31,23038.68,EUR,Peters-Ward,Vendor payout,approved
TXN-100461,BATCH-1018,REF-970055,2026-01-22,12975.46,USD,Best Inc,Vendor payout,approved
TXN-100462,BATCH-1018,REF-423066,2026-03-31,18724.53,GBP,Fitzpatrick-Henderson,Vendor payout,approved
TXN-100463,BATCH-1018,REF-953929,2026-03-14,12577.78,USD,"Shaw, Baker and Scott",Vendor payout,approved
