bank_txn_id,reference,date,amount,currency,payee,description,source_status
BNK-200266,ref699378,03/15/2026,-22979.82,GBP,Edwards-Boyd,WIRE TRANSFER,settled
BNK-200267,REF-605972,2026-04-12,-18363.29,GBP,"Martinez, Joseph and Simmons",Payout Execution,settled
BNK-200268,REF-784488,2026-04-08,-10427.63,USD,HUNT-WHITNEY,WIRE TRANSFER,settled
BNK-200269,REF-194458,03/06/2026,-24276.73,gbp,"Edwards, Anderson and Taylor",ACH DEBIT,settled
BNK-200270,REF-611559,2026-01-27,-19056.77,EUR,Walters LLC,Payout Execution,settled
BNK-200271,ref722725,02/16/2026,-9147.56,USD,Jimenez-Bradley,WIRE TRANSFER,settled
BNK-200272,ref972881,04/23/2026,-6095.13,GBP,Rivera-Stanley,WIRE TRANSFER,settled
BNK-200273,REF-711324,2026-02-20,-17384.4,GBP,Li-Jones,ACH DEBIT,settled
BNK-200274,REF-780956,2026-04-23,-21610.45,USD,"Garcia, Mercado and West",ACH DEBIT,settled
BNK-200275,REF-463625,01/05/2026,-8355.9,EUR,Mata Inc,Payout Execution,settled
BNK-200276,REF-810929,2026-03-10,-16431.87,USD,"Rodriguez, Evans and Patterson",Vendor Settlement,settled
BNK-200277,REF-241822,2026-04-28,-21568.13,EUR,Simmons-Green,ACH DEBIT,settled
BNK-200278,REF-961613,2026-04-08,-24030.87,eur,FLETCHER-PRUITT,Vendor Settlement,settled
BNK-200279,REF-781121,2026-04-03,-3373.81,GBP,ALLEN LTD,ACH DEBIT,settled
BNK-200280,REF-440677,03/31/2026,-4447.53,EUR,Rogers Inc,ACH DEBIT,settled
BNK-200281,REF-506216,03/15/2026,-12979.6,EUR,Reynolds LLC,Vendor Settlement,settled
BNK-200282,ref857750,2026-01-14,-11602.88,GBP,"Hernandez, Hill and Hull",ACH DEBIT,settled
BNK-200283,ref868881,2026-04-02,-6270.81,GBP,Li-Montoya,WIRE TRANSFER,settled
BNK-200284,REF-846635,04/09/2026,-4074.05,USD,Dickson Inc,WIRE TRANSFER,settled
BNK-200285,REF-327408,2026-02-02,-13598.94,USD,Skinner Ltd,WIRE TRANSFER,settled
BNK-200286,ref191962,02/12/2026,-16683.24,GBP,Davis-Mitchell,WIRE TRANSFER,settled
BNK-200287,ref548081,04/10/2026,-8087.48,EUR,Smith and Sons,WIRE TRANSFER,settled
BNK-200288,REF-703080,03/11/2026,-10690.66,EUR,"Matthews, Howard and Brown",WIRE TRANSFER,settled
BNK-200289,REF-147702,2026-02-23,-18443.27,USD,Kirk-Henson,ACH DEBIT,settled
BNK-200290,REF-130531,03/20/2026,-8550.51,GBP,Richards-Johnson,WIRE TRANSFER,settled
BNK-200291,REF-692385,02/10/2026,-23196.55,USD,Lawrence-Lee,Vendor Settlement,settled
BNK-200292,REF-508489,03/19/2026,-15672.11,USD,"Roberts, Frazier and Smith",ACH DEBIT,settled
BNK-200293,REF-311915,2026-04-16,-4395.94,EUR,"Bates, Diaz and Lowe",Vendor Settlement,settled
BNK-200294,REF-104309,2026-01-16,-11497.73,GBP,Pena Inc,ACH DEBIT,settled
BNK-200295,REF-301898,2026-01-27,-15980.3,USD,Jimenez-Bradley,ACH DEBIT,settled
BNK-200296,REF-838568,05/02/2026,-13745.41,EUR,ROBERTS LLC,ACH DEBIT,settled
BNK-200297,REF-472899,2026-03-21,-9813.12,GBP,Hays-Dalton,Payout Execution,settled
BNK-200298,REF-342948,03/02/2026,-17119.84,GBP,Cox-Hickman,Vendor Settlement,settled
BNK-200299,REF-465549,2026-04-11,-11544.51,USD,"Molina, Wells and Bright",Vendor Settlement,settled
BNK-200300,REF-318353,02/15/2026,-24347.95,EUR,"Owen, Gibson and Johnson",ACH DEBIT,settled
BNK-200301,REF-214027,03/20/2026,-4424.95,EUR,"ADAMS, RODRIGUEZ AND WALKER",WIRE TRANSFER,settled
BNK-200302,REF-706005,03/21/2026,-11338.04,EUR,"Collins, Gardner and Shaw",Vendor Settlement,settled
BNK-200303,REF-837520,2026-01-03,-1583.7,GBP,Johnson Inc,Payout Execution,settled
BNK-200304,REF-984293,2026-02-20,-11884.91,usd,EDWARDS-BOYD,ACH DEBIT,settled
BNK-200305,REF-578180,04/23/2026,-2139.47,GBP,Kirk-Henson,Vendor Settlement,settled
BNK-200306,REF-672696,05/01/2026,-17810.45,eur,Park-Daniels,ACH DEBIT,settled
BNK-200307,REF-595401,02/03/2026,-13095.84,GBP,"Best, Simon and Turner",ACH DEBIT,settled
BNK-200308,REF-923154,2026-04-06,-7247.98,USD,Wilson Ltd,ACH DEBIT,settled
BNK-200309,ref999529,2026-02-06,-6319.97,GBP,Robbins LLC,WIRE TRANSFER,settled
BNK-200310,REF-961639,03/18/2026,-8587.63,USD,"Brown, Middleton and Williams",WIRE TRANSFER,settled
BNK-200311,REF-416006,03/03/2026,-1336.77,EUR,Smith-Gaines,Vendor Settlement,settled
BNK-200312,REF-143010,03/29/2026,-9565.55,EUR,Wilson and Sons,Vendor Settlement,settled
BNK-200313,REF-804527,2026-04-06,-11541.19,GBP,ESPARZA-CARROLL,ACH DEBIT,settled
BNK-200314,REF-135695,2026-02-01,-5504.92,EUR,Davis Group,ACH DEBIT,settled
BNK-200315,REF-575470,03/24/2026,-6352.06,EUR,"Howard, Lynch and Morris",Vendor Settlement,settled
BNK-200316,REF-310416,05/01/2026,-4468.79,USD,Randolph and Sons,Payout Execution,settled
BNK-200317,REF-139673,05/02/2026,-22415.4,USD,Joseph Group,Payout Execution,settled
BNK-200318,REF-694798,01/18/2026,-9625.99,gbp,"Berry, Rios and Marshall",ACH DEBIT,settled
BNK-200319,REF-502824,01/08/2026,-16203.62,USD,Griffin Inc,Payout Execution,settled
BNK-200320,REF-659876,2026-03-11,-19823.66,GBP,Ibarra-Clark,Payout Execution,settled
BNK-200321,REF-748410,04/27/2026,-12235.14,USD,BOWERS LTD,WIRE TRANSFER,settled
BNK-200322,REF-950941,2026-02-15,-1601.18,USD,Gardner-Hayes,WIRE TRANSFER,settled
BNK-200323,REF-559969,01/25/2026,-4222.07,EUR,GRIFFIN INC,Payout Execution,settled
BNK-200324,REF-250038,2026-01-29,-10420.15,EUR,KENNEDY-MARKS,WIRE TRANSFER,settled
BNK-200325,REF-200331,2026-03-11,-13953.82,USD,Peterson LLC,WIRE TRANSFER,settled
BNK-200326,REF-776185,01/08/2026,-12450.43,usd,Mckinney-Cooper,WIRE TRANSFER,settled
BNK-200327,REF-539422,2026-02-11,-18042.04,GBP,GOMEZ-CARDENAS,Payout Execution,settled
BNK-200328,REF-739037,2026-04-30,-22264.96,USD,"Ramirez, Hernandez and Fox",WIRE TRANSFER,settled
BNK-200329,REF-897273,2026-01-23,-21294.99,EUR,Gonzalez Inc,WIRE TRANSFER,settled
BNK-200330,REF-358635,2026-04-05,-6997.29,GBP,Fitzgerald-Watson,Payout Execution,settled
BNK-200331,ref619344,02/27/2026,-11994.75,GBP,"Evans, Conway and Hall",Vendor Settlement,settled
BNK-200332,REF-576935,01/05/2026,-17590.03,GBP,"Clarke, Johnson and Watson",ACH DEBIT,settled
BNK-200333,REF-933071,2026-03-15,-17458.92,GBP,Morris Inc,Vendor Settlement,settled
BNK-200334,REF-843793,03/13/2026,-16213.11,GBP,Smith and Sons,WIRE TRANSFER,settled
BNK-200335,REF-652266,03/06/2026,-9336.02,EUR,Lee-Taylor,ACH DEBIT,settled
BNK-200336,REF-389346,2026-01-22,-7227.11,USD,Gallegos-Stewart,WIRE TRANSFER,settled
BNK-200337,REF-452192,03/25/2026,-575.36,USD,Lawrence-Lee,Payout Execution,settled
BNK-200338,REF-986585,2026-04-09,-5688.88,EUR,"Jackson, Romero and Mendez",WIRE TRANSFER,settled
BNK-200339,REF-841484,03/13/2026,-6528.67,USD,"Peterson, Hood and Arroyo",Vendor Settlement,settled
BNK-200340,REF-672675,04/07/2026,-23197.09,USD,Dickson-Padilla,WIRE TRANSFER,settled
BNK-200341,REF-521139,2026-01-06,-16958.26,USD,Ibarra-Clark,WIRE TRANSFER,settled
BNK-200342,REF-433193,03/06/2026,-24396.59,EUR,Maxwell-Shepherd,Payout Execution,settled
BNK-200343,REF-565798,04/06/2026,-21860.69,USD,"Ramirez, Hernandez and Fox",ACH DEBIT,settled
BNK-200344,REF-283388,2026-02-25,-2234.0,EUR,Jackson LLC,Payout Execution,settled
BNK-200345,REF-414750,02/05/2026,-5632.39,USD,Smith Ltd,WIRE TRANSFER,settled
BNK-200346,REF-370439,04/24/2026,-14537.12,GBP,"Moss, Atkins and Daniels",Vendor Settlement,settled
BNK-200347,REF-539892,2026-02-18,-8950.7,USD,Jackson LLC,WIRE TRANSFER,settled
BNK-200348,REF-660380,01/15/2026,-6804.69,GBP,Howard-Mcdonald,Vendor Settlement,settled
BNK-200349,REF-237606,04/15/2026,-10448.22,USD,"Miller, Anderson and Padilla",Vendor Settlement,settled
BNK-200350,REF-236543,2026-01-27,-17208.98,EUR,Kennedy-Marks,ACH DEBIT,settled
BNK-200351,REF-201191,2026-04-07,-1105.96,EUR,PRICE PLC,WIRE TRANSFER,settled
BNK-200352,REF-706217,2026-04-15,-12635.11,USD,"Evans, Conway and Hall",ACH DEBIT,settled
BNK-200353,REF-472058,04/18/2026,-11005.65,usd,"Smith, Guerra and Holmes",WIRE TRANSFER,settled
BNK-200354,REF-871934,03/19/2026,-2915.17,EUR,Reed PLC,WIRE TRANSFER,settled
BNK-200355,ref790537,2026-03-10,-16810.58,EUR,Robinson and Sons,WIRE TRANSFER,settled
BNK-200356,REF-901968,02/07/2026,-3090.99,EUR,Cooper PLC,Payout Execution,settled
BNK-200357,ref204441,01/14/2026,-12246.32,USD,Thompson-Campbell,ACH DEBIT,settled
BNK-200358,REF-374375,2026-03-08,-7356.73,EUR,Randolph and Sons,ACH DEBIT,settled
BNK-200359,REF-840356,04/24/2026,-4442.31,GBP,Wilson Ltd,Payout Execution,settled
BNK-200360,ref398254,04/10/2026,-14786.35,EUR,"Howell, Hart and Swanson",ACH DEBIT,settled
BNK-200361,ref427260,2026-03-26,-16539.47,USD,RODRIGUEZ LLC,Vendor Settlement,settled
BNK-200362,REF-509260,2026-03-16,-14710.03,EUR,"Lewis, Joyce and Robertson",Vendor Settlement,settled
BNK-200363,REF-378035,2026-02-06,-21013.5,GBP,Wright Group,Vendor Settlement,settled
BNK-200364,REF-943187,03/07/2026,-19896.4,GBP,Church Inc,WIRE TRANSFER,settled
BNK-200365,REF-768914,2026-02-06,-16528.64,GBP,"Williams, Oneill and Torres",WIRE TRANSFER,settled
BNK-200366,REF-532472,2026-04-20,-7983.36,USD,Walter Inc,WIRE TRANSFER,settled
BNK-200367,ref385959,2026-01-21,-10564.93,USD,JUAREZ-JONES,Payout Execution,settled
BNK-200368,REF-789365,2026-03-27,-22516.86,eur,"Snow, Rodgers and Miller",ACH DEBIT,settled
BNK-200369,REF-972765,02/14/2026,-5970.97,USD,Davis PLC,WIRE TRANSFER,settled
BNK-200370,REF-544366,2026-03-12,-17497.95,USD,Washington-West,Vendor Settlement,settled
BNK-200371,REF-679577,2026-02-03,-17274.79,GBP,"Johnson, Meyer and Hanna",Payout Execution,settled
BNK-200372,REF-432591,03/27/2026,-7453.14,USD,Robinson and Sons,Vendor Settlement,settled
BNK-200373,REF-442641,2026-04-06,-8812.61,GBP,Hunter-Nicholson,WIRE TRANSFER,settled
BNK-200374,REF-722871,2026-04-21,-3966.62,GBP,Allen and Sons,Vendor Settlement,settled
BNK-200375,REF-124085,01/05/2026,-23620.31,GBP,Orozco Ltd,WIRE TRANSFER,settled
BNK-200376,REF-853489,01/04/2026,-4273.82,gbp,Peterson LLC,WIRE TRANSFER,settled
BNK-200377,REF-289131,03/01/2026,-15012.07,EUR,Wade PLC,Payout Execution,settled
BNK-200378,REF-543852,04/10/2026,-17179.14,GBP,Arnold-Beck,Vendor Settlement,settled
BNK-200379,REF-708684,01/06/2026,-16789.77,usd,Walters LLC,Payout Execution,settled
BNK-200380,REF-376002,04/28/2026,-18701.89,EUR,"Molina, Wells and Bright",Payout Execution,settled
BNK-200381,REF-372864,03/02/2026,-1387.82,usd,Hamilton-Bautista,Payout Execution,settled
BNK-200382,REF-276470,2026-04-19,-5113.25,EUR,"Smith, Guerra and Holmes",WIRE TRANSFER,settled
BNK-200383,REF-491704,2026-02-22,-673.41,gbp,Phillips-Wyatt,Payout Execution,settled
BNK-200384,REF-869989,04/06/2026,-16412.91,EUR,"MARTINEZ, JOSEPH AND SIMMONS",ACH DEBIT,settled
BNK-200385,REF-917357,2026-02-20,-2252.48,USD,Li-Montoya,Vendor Settlement,settled
BNK-200386,REF-690408,2026-02-06,-11149.92,EUR,Moore LLC,ACH DEBIT,settled
BNK-200387,REF-404824,2026-01-12,-23268.42,GBP,Simmons-Green,Vendor Settlement,settled
BNK-200388,REF-199074,02/23/2026,-12847.53,GBP,"Nguyen, Williams and Smith",ACH DEBIT,settled
BNK-200389,REF-715732,02/12/2026,-2105.18,GBP,Davis-Mitchell,WIRE TRANSFER,settled
BNK-200390,REF-222346,02/20/2026,-10859.13,USD,Dickson-Padilla,Vendor Settlement,settled
BNK-200391,REF-128117,2026-04-20,-20403.81,gbp,Wade PLC,WIRE TRANSFER,settled
BNK-200392,REF-571351,04/23/2026,-24097.58,eur,HOLMES AND SONS,Payout Execution,settled
BNK-200393,REF-848987,2026-01-30,-12165.37,GBP,"Salinas, Barnes and Cooper",Payout Execution,settled
BNK-200394,REF-460550,03/03/2026,-544.65,EUR,King-George,Payout Execution,settled
BNK-200395,ref824248,2026-02-08,-19904.42,USD,Ingram PLC,Payout Execution,settled
BNK-200396,ref968167,2026-01-31,-22025.63,eur,Mcdowell-Watts,Vendor Settlement,settled
BNK-200397,REF-892476,2026-04-18,-17667.46,EUR,FARRELL-WILLIS,ACH DEBIT,settled
BNK-200398,REF-204117,2026-04-04,-17711.38,GBP,Cooper PLC,ACH DEBIT,settled
BNK-200399,REF-760016,2026-02-18,-6668.74,gbp,Kirk-Henson,Payout Execution,settled
BNK-200400,REF-172961,05/01/2026,-3660.97,usd,"Drake, Torres and Murray",WIRE TRANSFER,settled
BNK-200401,REF-967176,01/03/2026,-18045.74,EUR,Hammond Ltd,Payout Execution,settled
BNK-200402,REF-860321,02/21/2026,-2129.92,GBP,Charles-Butler,Vendor Settlement,settled
BNK-200403,ref215806,03/08/2026,-6052.46,eur,Best Inc,ACH DEBIT,settled
BNK-200404,REF-758237,04/04/2026,-20139.55,GBP,Coffey-Howell,WIRE TRANSFER,settled
BNK-200405,REF-253672,01/15/2026,-20575.5,EUR,Allen-Taylor,Payout Execution,settled
BNK-200406,REF-537174,2026-04-04,-15920.62,EUR,Rogers Inc,ACH DEBIT,settled
BNK-200407,REF-226737,01/20/2026,-23044.39,USD,Costa and Sons,Payout Execution,settled
BNK-200408,ref875590,2026-04-16,-22229.2,USD,Jones-Taylor,Payout Execution,settled
BNK-200409,ref863220,01/21/2026,-19047.93,GBP,Howe and Sons,ACH DEBIT,settled
BNK-200410,REF-301774,2026-01-13,-14037.08,USD,Walters LLC,ACH DEBIT,settled
BNK-200411,REF-188759,2026-02-28,-6151.02,GBP,Gomez-Cardenas,ACH DEBIT,settled
BNK-200412,REF-193982,04/09/2026,-7151.66,USD,Howard LLC,Vendor Settlement,settled
BNK-200413,REF-633328,03/07/2026,-1320.66,USD,LANE-HINES,ACH DEBIT,settled
BNK-200414,REF-695848,2026-02-09,-6176.74,GBP,Kennedy-Marks,WIRE TRANSFER,settled
BNK-200415,ref275512,03/25/2026,-24028.83,GBP,Zimmerman and Sons,Vendor Settlement,settled
BNK-200416,REF-246433,04/19/2026,-7533.44,EUR,Phillips-Wyatt,Vendor Settlement,settled
BNK-200417,REF-825452,2026-05-03,-23975.87,EUR,"Johnson, Harrison and Thomas",Payout Execution,settled
BNK-200418,REF-730520,2026-04-17,-16814.34,eur,"Bell, Pollard and Berry",WIRE TRANSFER,settled
BNK-200419,REF-852677,04/14/2026,-4808.0,GBP,Wilson Ltd,WIRE TRANSFER,settled
BNK-200420,REF-303182,2026-03-14,-14238.33,eur,Dorsey Group,ACH DEBIT,settled
BNK-200421,REF-810656,2026-04-01,-4816.49,GBP,Hughes Inc,ACH DEBIT,settled
BNK-200422,ref856254,04/24/2026,-12401.98,gbp,Mckinney-Cooper,ACH DEBIT,settled
BNK-200423,ref756403,01/11/2026,-4942.0,EUR,Todd-Oconnor,Payout Execution,settled
BNK-200424,REF-200318,2026-04-10,-23590.1,GBP,Robinson and Sons,ACH DEBIT,settled
BNK-200425,REF-154738,03/14/2026,-1668.11,GBP,Nguyen-White,ACH DEBIT,settled
BNK-200426,REF-207677,2026-01-18,-11365.57,EUR,King-George,Payout Execution,settled
BNK-200427,REF-638051,2026-02-27,-1535.77,eur,Austin-Bonilla,Vendor Settlement,settled
BNK-200428,REF-311037,03/23/2026,-10565.98,USD,Walters PLC,Vendor Settlement,settled
BNK-200429,REF-341459,03/31/2026,-12410.87,USD,Orozco Ltd,Payout Execution,settled
BNK-200430,REF-303846,2026-02-28,-13878.45,USD,Zimmerman and Sons,Vendor Settlement,settled
BNK-200431,REF-810360,2026-04-17,-21075.96,USD,Holmes and Sons,Vendor Settlement,settled
BNK-200432,REF-658424,2026-01-26,-2984.37,USD,Mitchell-Jones,WIRE TRANSFER,settled
BNK-200433,REF-612743,2026-04-24,-21824.47,GBP,Austin-Bonilla,Vendor Settlement,settled
BNK-200434,REF-709418,2026-02-05,-17898.36,EUR,Davis PLC,WIRE TRANSFER,settled
BNK-200435,REF-188109,04/08/2026,-6381.87,USD,Thompson-Campbell,Payout Execution,settled
BNK-200436,REF-776703,2026-02-03,-642.34,EUR,Gray PLC,ACH DEBIT,settled
BNK-200437,REF-839919,01/27/2026,-6269.34,gbp,Vincent-Mcclure,Vendor Settlement,settled
BNK-200438,REF-885527,04/03/2026,-21640.02,USD,Hunt-Whitney,ACH DEBIT,settled
BNK-200439,REF-705561,01/18/2026,-21327.28,USD,Dudley Ltd,Payout Execution,settled
BNK-200440,REF-937965,03/24/2026,-24431.65,EUR,"George, Lewis and Mitchell",Payout Execution,settled
BNK-200441,REF-133616,01/29/2026,-2353.71,USD,Griffin Inc,ACH DEBIT,settled
BNK-200442,REF-538738,2026-03-11,-9792.85,usd,Allen and Sons,Payout Execution,settled
BNK-200443,REF-167077,02/28/2026,-6904.14,USD,"Dorsey, Patterson and Harrison",ACH DEBIT,settled
BNK-200444,REF-288301,2026-02-03,-9792.48,USD,KIRK-HENSON,ACH DEBIT,settled
BNK-200445,REF-617459,2026-04-28,-17458.65,GBP,Hunt PLC,Vendor Settlement,settled
BNK-200446,REF-460351,2026-02-20,-15980.7,GBP,Jacobs PLC,Payout Execution,settled
BNK-200447,REF-979226,01/22/2026,-3527.89,EUR,White-Wilson,ACH DEBIT,settled
BNK-200448,REF-794723,03/26/2026,-11065.4,usd,PENA INC,Payout Execution,settled
BNK-200449,REF-301485,2026-04-18,-10556.53,USD,"JOHNSON, PHILLIPS AND BROWN",ACH DEBIT,settled
BNK-200450,REF-211028,02/06/2026,-23474.61,USD,Ford Ltd,Vendor Settlement,settled
BNK-200451,REF-991777,04/14/2026,-24577.98,USD,Wilson Group,WIRE TRANSFER,settled
BNK-200452,REF-500945,2026-03-01,-1711.15,USD,Austin-Bonilla,ACH DEBIT,settled
BNK-200453,REF-259038,02/04/2026,-3460.45,EUR,"Thompson, Cooper and Young",Vendor Settlement,settled
BNK-200454,REF-354016,2026-02-13,-18770.01,USD,"Davis, Kim and Ingram",WIRE TRANSFER,settled
BNK-200455,REF-248407,2026-03-23,-1772.87,USD,FLYNN-MATTHEWS,Payout Execution,settled
BNK-200456,REF-311184,03/24/2026,-7594.94,GBP,Howe and Sons,Payout Execution,settled
BNK-200457,REF-187275,04/21/2026,-519.78,EUR,Gardner-Hayes,Vendor Settlement,settled
BNK-200458,REF-625021,01/04/2026,-4913.0,USD,Dickson-Padilla,Payout Execution,settled
BNK-200459,REF-900011,01/26/2026,-9636.03,GBP,Li-Montoya,Vendor Settlement,settled
BNK-200460,REF-798011,2026-04-02,-23038.68,EUR,Peters-Ward,WIRE TRANSFER,settled
BNK-200461,REF-970055,01/23/2026,-12975.46,USD,Best Inc,ACH DEBIT,settled
BNK-200462,REF-423066,03/31/2026,-18724.56,GBP,Fitzpatrick-Henderson,Payout Execution,settled
BNK-200463,REF-953929,2026-03-18,-12577.78,USD,"Shaw, Baker and Scott",Payout Execution,settled
BNK-200464,REF-131107,2026-02-15,-9458.77,eur,Cooper Ltd,ACH DEBIT,settled
BNK-200465,REF-550314,2026-03-20,-23304.91,EUR,"Johnson, Phillips and Brown",Payout Execution,settled
BNK-200466,REF-228864,03/21/2026,-18137.37,USD,Thornton and Sons,Payout Execution,settled
BNK-200467,REF-565888,2026-03-28,-21839.03,GBP,"Martinez, Joseph and Simmons",Payout Execution,settled
BNK-200468,REF-805756,2026-04-19,-3218.34,USD,Church Inc,WIRE TRANSFER,settled
BNK-200469,REF-393976,2026-04-09,-4026.88,EUR,Arnold-Beck,Payout Execution,settled
BNK-200470,REF-773292,03/27/2026,-16108.56,eur,"RODRIGUEZ, EVANS AND PATTERSON",ACH DEBIT,settled
BNK-200471,ref101760,04/06/2026,-21336.92,EUR,Young-Hudson,WIRE TRANSFER,settled
BNK-200472,REF-813011,2026-03-06,-7915.26,EUR,Jones Group,ACH DEBIT,settled
BNK-200473,REF-949566,2026-01-09,-12388.26,GBP,"BELL, POLLARD AND BERRY",WIRE TRANSFER,settled
BNK-200474,REF-894520,2026-02-15,-8451.82,GBP,Davis PLC,ACH DEBIT,settled
BNK-200475,REF-563348,2026-01-20,-11451.87,USD,YOUNG-HUDSON,ACH DEBIT,settled
BNK-200476,REF-155021,2026-05-01,-8905.71,EUR,Dickson Inc,ACH DEBIT,settled
BNK-200477,REF-586197,2026-04-12,-19401.85,gbp,"BEST, SIMON AND TURNER",Payout Execution,settled
BNK-200478,REF-775908,2026-03-05,-19863.73,USD,Arnold-Beck,WIRE TRANSFER,settled
BNK-200479,REF-728204,2026-01-26,-18843.87,usd,Peterson LLC,WIRE TRANSFER,settled
BNK-200480,ref543601,01/24/2026,-12666.05,EUR,"Rice, Wallace and Castillo",Payout Execution,settled
BNK-200481,REF-138518,2026-01-31,-17206.06,GBP,Mckinney-Cooper,Vendor Settlement,settled
BNK-200482,REF-187298,2026-03-01,-9560.01,usd,Smith-Gaines,WIRE TRANSFER,settled
BNK-200483,ref732928,01/04/2026,-7926.1,eur,Wagner Ltd,Vendor Settlement,settled
BNK-200484,REF-920755,01/14/2026,-9444.47,usd,"Lewis, Joyce and Robertson",Vendor Settlement,settled
BNK-200485,REF-723501,2026-03-13,-4537.3,GBP,"Bryant, Harrison and Carter",Vendor Settlement,settled
BNK-200486,REF-560282,01/25/2026,-16963.43,EUR,Farrell-Willis,WIRE TRANSFER,settled
BNK-200487,REF-865411,01/10/2026,-21135.01,GBP,Rose-Gonzales,ACH DEBIT,settled
BNK-200488,ref971783,04/29/2026,-10151.65,GBP,Mitchell-Jones,ACH DEBIT,settled
BNK-200489,REF-543256,2026-01-08,-20989.24,GBP,"Howell, Hart and Swanson",ACH DEBIT,settled
BNK-200490,REF-137150,2026-04-17,-5456.14,EUR,Hickman-Walter,Vendor Settlement,settled
BNK-200491,REF-654797,2026-01-13,-2555.91,EUR,Mullins-Cabrera,WIRE TRANSFER,settled
BNK-200492,REF-246668,2026-01-30,-2739.66,EUR,Robinson and Sons,Payout Execution,settled
BNK-200493,REF-938672,03/07/2026,-2991.84,EUR,"Walker, Garcia and Mcguire",Payout Execution,settled
BNK-200494,REF-811259,01/08/2026,-12512.52,GBP,Lane-Hines,WIRE TRANSFER,settled
BNK-200495,REF-596912,2026-01-28,-24856.57,USD,Fitzgerald-Watson,WIRE TRANSFER,settled
BNK-200496,REF-153430,2026-01-13,-10671.92,GBP,Walters PLC,ACH DEBIT,settled
BNK-200497,REF-435377,2026-02-09,-23576.39,GBP,Gonzalez Inc,ACH DEBIT,settled
BNK-200498,REF-236637,04/10/2026,-2444.76,USD,Mccoy Ltd,Payout Execution,settled
BNK-200499,REF-673129,2026-01-12,-4843.36,EUR,"Evans, Conway and Hall",WIRE TRANSFER,settled
BNK-200500,REF-606274,2026-01-10,-15755.87,USD,"Moss, Atkins and Daniels",WIRE TRANSFER,settled
BNK-200501,REF-273558,01/11/2026,-12388.27,GBP,Fitzgerald PLC,ACH DEBIT,settled
BNK-200502,REF-418148,2026-02-03,-12607.85,gbp,Simmons-Green,ACH DEBIT,settled
BNK-200503,REF-221828,03/10/2026,-16069.27,usd,Kirk-Morales,Vendor Settlement,settled
BNK-200504,REF-368422,2026-01-23,-20602.7,USD,Robbins LLC,Vendor Settlement,settled
BNK-200505,ref255539,2026-02-18,-3912.15,USD,Perez-Neal,WIRE TRANSFER,settled
BNK-200506,REF-577127,2026-02-03,-1759.62,USD,Gardner-Hayes,ACH DEBIT,settled
BNK-200507,REF-109852,2026-04-12,-6709.72,GBP,Green Ltd,Payout Execution,settled
BNK-200508,REF-146688,04/16/2026,-15696.46,usd,Holmes and Sons,ACH DEBIT,settled
BNK-200509,REF-277795,2026-03-04,-17176.99,GBP,Reynolds-Harris,ACH DEBIT,settled
BNK-200510,REF-957276,03/22/2026,-3776.75,GBP,Church Inc,ACH DEBIT,settled
BNK-200511,REF-705912,2026-01-16,-11181.22,EUR,Smith and Sons,Vendor Settlement,settled
BNK-200512,REF-538996,2026-02-21,-3477.08,GBP,Brown and Sons,Payout Execution,settled
BNK-200513,REF-685498,02/17/2026,-9058.69,USD,"Johnson, Harrison and Thomas",WIRE TRANSFER,settled
BNK-200514,REF-838158,2026-04-06,-1420.25,USD,PETERSON LLC,WIRE TRANSFER,settled
BNK-200515,REF-246918,04/08/2026,-3764.19,USD,Allen Ltd,ACH DEBIT,settled
BNK-200516,REF-544198,04/19/2026,-12594.8,USD,Spears-Beck,WIRE TRANSFER,settled
BNK-200517,REF-511346,2026-01-29,-18584.79,EUR,Nguyen-White,Vendor Settlement,settled
BNK-200518,ref732490,2026-02-17,-6766.24,USD,"HERNANDEZ, GREER AND JACKSON",Vendor Settlement,settled
BNK-200519,ref928611,2026-03-15,-24417.16,GBP,Mckinney-Cooper,Payout Execution,settled
BNK-200520,ref626570,2026-01-13,-8299.67,GBP,"Ward, Garcia and Henry",Payout Execution,settled
BNK-200521,REF-864118,2026-03-10,-19226.42,USD,Colon Group,Payout Execution,settled
